chromosome	start	end	length	is_cluster_in_ovary	is_cluster_in_fc	passed	ref_genome	total_reads_ovary	total_reads_fc	total_reads_cluster_ovary	total_reads_cluster_fc	cpm_ovary	cpm_fc	ovary_fc_factor
JAEIGZ010000011.1	193023	291971	98948	FALSE	TRUE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	47042.0	73400.0	18.006.369.329.230.000	33.372.630.287.498.800	0.5395549938410181
JAEIGZ010000011.1	339939	590777	250838	FALSE	TRUE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	86710.0	139942.0	33.190.176.534.533.700	6.362.714.751.625.560	0.5216354626938792
JAEIGZ010000011.1	697285	1445586	748301	TRUE	FALSE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	476827.0	529789.0	1.825.161.147.091.690	24.087.809.846.571.800	0.7577115390386783
JAEIGZ010000011.1	1530180	1846024	315844	FALSE	TRUE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	185160.0	219709.0	7.087.409.857.149.410	998.946.488.806.006	0.7094884397282049
JAEIGZ010000011.1	1887213	2052941	165728	TRUE	FALSE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	65634.0	81616.0	25.122.869.872.766.500	3.710.818.247.335.830	0.677016986504347
JAEIGZ010000026.1	1019	49774	48755	FALSE	TRUE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	18231.0	26357.0	6.978.319.783.197.830	1.198.368.414.833.250	0.5823184003200581
JAEIGZ010000026.1	169270	430873	261603	FALSE	TRUE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	228817.0	230066.0	875.847.840.399.308	10.460.364.522.784.300	0.837301452058933
JAEIGZ010000026.1	512081	597672	85591	FALSE	TRUE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	90695.0	72464.0	34.715.523.708.909.400	32.947.061.051.135.000	10.536.758.849.303.600
JAEIGZ010000026.1	649232	707183	57951	TRUE	FALSE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	17475.0	17088.0	6.688.944.008.084.140	7.769.366.571.563.760	0.8609381403840551
JAEIGZ010000026.1	758085	835691	77606	FALSE	TRUE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	108698.0	219608.0	4.160.657.143.294.590	998.487.274.138.562	0.4166960612376532
JAEIGZ010000026.1	889017	1003018	114001	TRUE	FALSE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	113522.0	52223.0	4.345.306.447.414.750	23.744.126.314.769.100	183.005.531.128.426
JAEIGZ010000026.1	2230785	2291995	61210	TRUE	FALSE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	99652.0	46810.0	3.814.401.420.850.360	21.283.008.498.062.900	1.792.228.491.191.700
JAEIGZ010000074.1	5	510108	510103	TRUE	FALSE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	282291.0	399803.0	10.805.314.409.076.200	1.817.776.254.336.900	0.5944248849822215
JAEIGZ010000112.1	106195	153130	46935	TRUE	FALSE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	7239.0	6832.0	2.770.887.878.370.300	3.106.291.691.065.280	0.8920243666556783
JAEIGZ010000112.1	2738925	2779629	40704	TRUE	FALSE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	12551.0	14760.0	48.041.737.479.521.600	6.710.899.496.505.210	0.7158762771598652
JAEIGZ010000157.1	9233	406022	396789	FALSE	TRUE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	301559.0	380627.0	11.542.839.863.426.800	17.305.891.210.408.400	0.666989045700492
JAEIGZ010000157.1	481094	550014	68920	TRUE	FALSE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	37899.0	32343.0	14.506.683.202.425.200	14.705.326.721.915.100	0.986491730292948
JAEIGZ010000157.1	631152	679936	48784	FALSE	TRUE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	14650.0	32516.0	5.607.612.573.300.870	14.783.984.283.764.400	0.3793032017396732
JAEIGZ010000224.1	107017	325740	218723	TRUE	FALSE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	81594.0	125423.0	312.319.140.140.554	5.702.582.300.475.430	0.5476801976439962
JAEIGZ010000224.1	373122	419914	46792	FALSE	TRUE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	24651.0	29664.0	9.435.717.238.528.310	1.348.727.118.322.020	0.6996016548008217
JAEIGZ010000224.1	528001	864920	336919	TRUE	FALSE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	232941.0	236799.0	8.916.333.654.861.970	10.766.492.478.813.900	0.8281558429922581
JAEIGZ010000224.1	906306	1439016	532710	FALSE	TRUE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	303926.0	318807.0	11.633.442.040.635.000	1.449.513.371.126.240	0.8025756969455288
JAEIGZ010000224.1	1540262	1939161	398899	FALSE	TRUE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	251174.0	353517.0	9.614.242.187.619.610	16.073.286.296.111.300	0.5981503726431859
JAEIGZ010000224.1	1993141	2199955	206814	FALSE	TRUE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	100867.0	96873.0	386.090.824.185.078	4.404.505.195.968.490	0.8765816068022176
JAEIGZ010000224.1	2299221	2338987	39766	TRUE	FALSE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	18406.0	14351.0	7.045.304.916.325.990	6.524.940.289.589.860	1.079.750.097.876.960
JAEIGZ010000224.1	3044016	3139961	95945	FALSE	TRUE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	82107.0	88667.0	31.428.276.147.168.200	4.031.404.645.370.100	0.7795862462792528
JAEIGZ010000309.1	64	101023	100959	TRUE	FALSE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	75445.0	84561.0	2.887.824.782.202.620	38.447.179.696.746.400	0.7511148554927691
JAEIGZ010000309.1	159001	504947	345946	FALSE	TRUE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	211826.0	290154.0	8.108.110.177.146.960	13.192.373.526.483.500	0.6146058676151045
JAEIGZ010000309.1	572007	611484	39477	FALSE	TRUE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	23532.0	13494.0	900.739.515.869.735	6.135.289.824.243.990	14.681.287.138.390.800
JAEIGZ010000309.1	686447	893001	206554	FALSE	TRUE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	151620.0	161279.0	5.803.591.934.224.420	7.332.839.836.699.620	0.7914521608911227
JAEIGZ010000407.1	133	47000	46867	TRUE	FALSE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	77522.0	29488.0	29.673.265.659.210.200	13.407.249.617.408.200	22.132.254.195.283.900
JAEIGZ010000432.1	5736047	5788588	52541	TRUE	FALSE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	18077.0	22840.0	6.919.372.866.045.040	103.846.168.360.555	0.6663098865642215
JAEIGZ010000432.1	11622107	11810425	188318	TRUE	FALSE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	4383750.0	6210253.0	16.779.775.848.605.900	28.236.032.337.987.800	0.594268190649116
JAEIGZ010000442.1	2145	158776	156631	FALSE	TRUE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	174921.0	312031.0	6.695.489.412.521.240	1.418.705.068.288.630	0.4719437155883246
JAEIGZ010000450.1	2	45864	45862	TRUE	FALSE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	7462.0	5442.0	285.624.607.658.506	24.743.031.883.456.200	11.543.638.184.837.000
JAEIGZ010000492.1	12	805769	805757	TRUE	FALSE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	770302.0	762616.0	29.485.018.296.510.600	3.467.370.820.072.370	0.850356648496431
JAEIGZ010000492.1	862007	909932	47925	TRUE	FALSE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	25462.0	34540.0	974.614.548.405.371	15.704.232.290.602.300	0.6206062992258444
JAEIGZ010000492.1	958055	1009006	50951	FALSE	TRUE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	66481.0	87606.0	25.447.077.917.106.800	3.983.164.371.889.130	0.6388658749987218
JAEIGZ010000492.1	1082097	1227851	145754	TRUE	FALSE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	66660.0	84573.0	2.551.559.413.899.220	3.845.263.571.259.720	0.6635590426024608
JAEIGZ010000492.1	1868092	1906985	38893	TRUE	FALSE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	65818.0	112459.0	25.193.299.955.598.400	5.113.150.721.392.140	0.4927157701453229
JAEIGZ010000492.1	8086406	8167898	81492	TRUE	FALSE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	63167.0	69520.0	24.178.570.881.754.000	316.085.184.957.346	0.7649384416740944
JAEIGZ010000496.1	29	134952	134923	FALSE	TRUE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	138060.0	148820.0	5.284.552.845.528.450	6.766.368.990.988.520	0.7810027582838657
JAEIGZ010000496.1	177026	487929	310903	FALSE	TRUE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	335885.0	323616.0	12.856.743.680.431.100	1.471.378.354.648.390	0.8737890998473627
JAEIGZ010000496.1	716815	780747	63932	FALSE	TRUE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	15206.0	33431.0	5.820.433.910.553.790	1.520.000.549.238.920	0.3829231452230798
JAEIGZ010000496.1	1031014	1169720	138706	TRUE	FALSE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	40217.0	58827.0	15.393.949.137.231.400	26.746.753.704.668.800	0.5755445803706767
JAEIGZ010000496.1	1253125	1522001	268876	TRUE	FALSE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	155292.0	205490.0	5.944.145.882.136.780	9.342.972.476.536.970	0.636215711548368
JAEIGZ010000496.1	1572007	1718024	146017	TRUE	FALSE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	177826.0	173221.0	6.806.684.733.514.000	7.875.804.347.453.450	0.8642526443302084
JAEIGZ010000497.1	28275376	28403967	128591	FALSE	TRUE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	89226.0	112095.0	34.153.231.362.822.100	5.096.600.806.644.660	0.6701178424312735
JAEIGZ010000497.1	28521005	29093017	572012	TRUE	FALSE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	549036.0	678145.0	2.101.557.117.266.080	308.330.822.429.372	0.6815916426089651
JAEIGZ010000497.1	29145000	29206872	61872	FALSE	TRUE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	260879.0	97816.0	9.985.722.597.338.960	4.447.380.387.196.160	22.453.043.652.590.300
JAEIGZ010000499.1	510071	571848	61777	FALSE	TRUE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	5372.0	10250.0	20.562.522.009.400.800	4.660.346.872.573.060	0.4412229941598299
JAEIGZ010000499.1	618028	713019	94991	TRUE	FALSE	TRUE	Dere_ref_GCA_018904525.1_ASM1890452v1_genomic	26125200.0	21994071.0	6340734.0	1526378.0	24.270.566.349.731.200	6.939.952.135.282.270	34.972.238.823.292.800
NW_020825194.1	16354320	16390538	36218	TRUE	FALSE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	21098.0	17756.0	7.997.397.832.181.320	8.047.642.624.477.850	0.9937565825619916
NW_020825194.1	28278034	28404905	126871	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	44362.0	66797.0	16.815.838.592.815.800	3.027.474.568.524.700	0.5554411180738736
NW_020825198.1	21692007	21753048	61041	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	28111.0	14441.0	1.065.574.227.227.450	6.545.168.232.714.830	1.628.031.838.664.400
NW_020825198.1	22984005	23105944	121939	TRUE	FALSE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	60690.0	31946.0	23.005.122.496.686.100	14.479.048.844.422.600	15.888.559.216.752.400
NW_020825198.1	23151038	23226878	75840	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	83115.0	187836.0	3.150.553.231.689.020	8.513.387.024.168.850	0.3700704810840678
NW_020825198.1	23278196	23334915	56719	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	16337.0	11677.0	6.192.695.439.584.140	5.292.426.386.913.030	11.701.051.628.979.200
NW_020825198.1	23375789	23472977	97188	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	78641.0	71676.0	2.980.962.000.761.070	32.486.079.790.046.900	0.9176121034075572
NW_020825198.1	23554196	23675989	121793	TRUE	FALSE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	116376.0	172739.0	441.134.311.365.027	7.829.137.977.639.550	0.5634519568117597
NW_020825198.1	23935021	24126982	191961	TRUE	FALSE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	92397.0	126122.0	3.502.396.281.638.340	5.716.291.862.381.140	0.6127042435827289
NW_020825198.1	24169349	24510026	340677	TRUE	FALSE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	114088.0	138434.0	4.324.614.294.615.140	62.743.149.305.979.200	0.6892568100981543
NW_020825198.1	24558085	24626003	67918	TRUE	FALSE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	30995.0	44991.0	11.748.949.938.783.700	2.039.150.086.268.770	0.5761689646043645
NW_020825198.1	24706250	25238929	532679	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	237560.0	303580.0	9.004.938.046.321.900	13.759.311.488.730.400	0.6544613844738791
NW_020825198.1	25293095	25452007	158912	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	110406.0	132707.0	4.185.044.577.968.580	6.014.747.182.735.870	0.6957972547841932
NW_020825198.1	25499630	25645777	146147	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	23359.0	29016.0	8.854.451.415.391.200	13.151.069.970.255.000	0.6732875298677662
NW_020825198.1	25700505	25888989	188484	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	54455.0	81392.0	2.064.168.636.607.420	3.688.971.212.500.000	0.5595512997263378
NW_020825198.1	25990138	26180977	190839	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	38628.0	49060.0	14.642.311.283.605.000	2.223.571.452.787.130	0.6585041944683948
NW_020825200.1	6	70954	70948	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	179676.0	74254.0	6.810.789.899.018.920	3.365.451.990.527.020	2.023.737.054.692.720
NW_020825200.1	19260398	19302224	41826	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	5842.0	5600.0	22.144.657.377.762.400	2.538.116.619.569.490	0.8724838412475537
NW_020825200.1	21147336	21289812	142476	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	36299.0	66763.0	13.759.481.652.779.800	302.593.356.914.854	0.4547185633242976
NW_020825200.1	21363004	21662960	299956	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	142720.0	124980.0	5.409.937.523.030.230	5.664.532.412.746.340	0.955054562112978
NW_020825200.1	21703011	21743825	40814	TRUE	FALSE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	11258.0	3815.0	4.267.452.118.432.900	1.729.091.947.081.710	24.680.307.635.665.700
NW_020825209.1	9640010	9692532	52522	TRUE	FALSE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	15328.0	19559.0	5.810.224.380.115.430	88.648.255.289.571	0.6554245609387616
NW_020825209.1	15526219	15820018	293799	TRUE	FALSE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	8187803.0	5935694.0	3.103.664.705.779.110	26.902.649.267.998.100	11.536.650.814.055.900
NW_020825213.1	50	152023	151973	TRUE	FALSE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	120115.0	111637.0	4.553.073.469.582.230	5.059.780.804.622.850	0.8998558722983285
NW_020825213.1	213190	272659	59469	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	46580.0	32334.0	17.656.592.616.504.200	14.654.904.067.350.000	1.204.824.851.487.200
NW_020825213.1	354003	1002820	648817	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	254420.0	356042.0	9.644.032.403.372.700	1.613.707.352.615.640	0.5976320543957837
NW_020825213.1	1175037	1243940	68903	TRUE	FALSE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	18823.0	36578.0	7.135.037.415.638.880	1.657.843.387.689.510	0.4303806661486131
NW_020825213.1	1290100	1519010	228910	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	208431.0	195176.0	7.900.775.559.576.190	8.846.061.595.376.710	0.8931404641931776
NW_020825213.1	1580196	1809010	228814	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	170777.0	196303.0	64.734.648.288.294.100	8.897.141.192.345.540	0.7275893108674858
NW_020825213.1	1869003	2042019	173016	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	148727.0	129086.0	5.637.638.578.949.810	585.063.074.917.407	0.9635950072127998
NW_020825213.1	2097301	2207019	109718	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	45422.0	51362.0	1.721.764.168.799.600	2.327.906.175.255.860	0.739619228257926
NW_020825213.1	2321000	2473914	152914	TRUE	FALSE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	90984.0	122793.0	3.448.835.170.931.770	5.565.409.894.049.940	0.6196911344515648
NW_020825213.1	2520658	2636909	116251	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	76324.0	91536.0	28.931.339.091.070.600	4.148.732.908.730.590	0.6973536192264265
NW_020825213.1	2831064	3251000	419936	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	131549.0	190354.0	4.986.490.129.043.610	8.627.511.625.027.350	0.577975474942093
NW_020825213.1	3297757	3515766	218009	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	337995.0	229181.0	1.281.202.237.315.440	10.387.287.589.099.200	12.334.329.114.560.900
NW_020825214.1	214082	312022	97940	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	30032.0	34878.0	11.383.915.617.407.700	15.807.934.188.811.500	0.7201393604905701
NW_020825214.1	354139	554973	200834	TRUE	FALSE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	99252.0	94127.0	3.762.241.585.172.340	4.266.166.125.896.740	0.8818788284719034
NW_020825214.1	616002	746781	130779	TRUE	FALSE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	41031.0	74379.0	15.553.191.319.188.100	3.371.117.429.409.990	0.4613660498296635
NW_020825214.1	802001	1006946	204945	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	94468.0	110634.0	35.808.995.090.079.800	5.014.321.323.025.920	0.7141344318251777
NW_020825214.1	1117140	1649023	531883	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	147975.0	216785.0	5.609.133.302.763.440	9.825.457.345.953.090	0.5708775790547537
NW_020825214.1	1698070	2033011	334941	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	116027.0	172695.0	4.398.113.936.271.220	782.714.374.315.275	0.5619053489491272
NW_020825218.1	1	65964	65963	TRUE	FALSE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	272153.0	98783.0	10.316.218.656.847.300	4.477.192.393.409.520	23.041.713.981.362.200
NW_020825218.1	278007	331004	52997	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	14917.0	13340.0	5.654.430.915.852.150	6.046.156.375.903.040	0.9352108288809547
NW_020825219.1	33	67645	67612	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	44500.0	41599.0	16.868.148.807.093.900	18.854.127.367.405.600	0.8946661109468839
NW_020825219.1	110020	218013	107993	TRUE	FALSE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	30295.0	15004.0	11.483.608.272.155.300	6.800.339.600.003.690	16.886.815.876.296.900
NW_020825219.1	336246	406782	70536	TRUE	FALSE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	21292.0	8152.0	8.070.935.379.789.780	36.947.726.219.161.600	2.184.420.045.746.700
NW_020825219.1	456001	517024	61023	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	14977.0	11636.0	5.677.174.487.277.450	5.273.843.747.376.900	1.076.477.567.258.440
NW_020825219.1	843064	882904	39840	TRUE	FALSE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	16370.0	4911.0	620.520.440.386.806	222.583.762.834.032	2.787.806.408.185.720
NW_020825219.1	1030046	1120877	90831	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	25872.0	20126.0	980.702.799.858.732	9.121.809.836.688.510	1.075.118.663.309.860
NW_020825220.1	36036	408027	371991	TRUE	FALSE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	198545.0	294445.0	7.526.037.314.392.080	13.345.281.215.163.200	0.5639474502673518
NW_020825220.1	462004	1132018	670014	TRUE	FALSE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	443548.0	583690.0	16.813.109.364.244.700	2.645.488.017.279.490	0.6355390481615044
NW_020825221.1	31145	79754	48609	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	26434.0	31615.0	10.020.059.450.937.500	14.329.028.022.801.700	0.6992839594557784
NW_020825221.1	136304	945307	809003	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	854211.0	744080.0	323.796.814.846.215	337.243.181.123.084	0.9601285747806968
NW_020825222.1	57456	445009	387553	TRUE	FALSE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	158761.0	173977.0	6.017.986.905.085.500	7.885.248.484.336.460	0.7631955945383134
NW_020825222.1	562004	686017	124013	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	107988.0	33130.0	4.093.387.985.124.640	1.501.567.921.541.730	2.726.075.808.093.810
NW_020825222.1	757010	1019846	262836	TRUE	FALSE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	223642.0	101362.0	8.477.363.001.159.800	4.594.081.728.442.910	184.527.910.086.464
NW_020825222.1	1219006	1306813	87807	TRUE	FALSE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	52825.0	39549.0	2.002.381.934.235.370	17.924.995.390.598.900	11.170.892.324.388.200
NW_020825223.1	33	85013	84980	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	49074.0	53120.0	18.601.967.068.749	2.407.584.907.705.920	0.7726401261783109
NW_020825223.1	145054	188012	42958	TRUE	FALSE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	24400.0	31841.0	9.249.052.379.620.070	14.431.459.157.805.700	0.6408951637172045
NW_020825223.1	344049	393988	49939	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	71123.0	39503.0	2.695.985.050.802.120	17.904.146.575.509.600	15.057.880.806.728.000
NW_020825223.1	468015	594021	126006	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	157007.0	74701.0	5.951.499.864.618.890	3.385.711.599.972.510	17.578.283.586.431.800
NW_020825223.1	964055	1241973	277918	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	194824.0	140858.0	7.384.989.265.602.870	6.384.179.121.416.420	11.567.641.078.285.400
NW_020825224.1	20	38026	38006	TRUE	FALSE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	16841.0	26676.0	6.383.741.439.556.620	12.090.499.811.363.500	0.5279964880820489
NW_020825225.1	66	77134	77068	FALSE	TRUE	TRUE	Dere_ref_GCF_003286155.1_DereRS2_genomic	26381081.0	22063604.0	263037.0	94362.0	997.066.799.499.232	4.276.817.150.996.720	2.331.329.033.477.290
